example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
599861,cow utter balm,29686,B01F38WKRE,us,E,1,1,train,Vermont's Original Bag Balm for Dry Chapped Skin Conditions 8 Ounce Tin,,"Since 1899, Bag Balm has been the farmer's friend, helping to keep dairy cows from becoming chapped from the harsh environment of Vermont's rugged Northeast Kingdom. It's like having another hand on the farm or helper around the house
Bag Balm works hard all year round, and works well! Lanolin-enriched Bag Balm is a protective ointment that helps keep skin moisturized and soft. Its simple, tried and true formula is easy to apply and is designed to remain on the affected area
For use on cows: Thoroughly wash treated teats and udder with separate towels before each milking. To avoid contamination after each milking, bathe the udder with hot water, strip milk out and dry skin. Apply Bag Balm and massage gently twice daily
For use on dogs: Apply Vermont's Original Bag Balm Ointment liberally to cracked paw pads, dry noses, and wherever dry skin occurs. Bag Balm's simple formula is easy to apply and is designed to remain on the affected area for a long-lasting effect
Compare the tried & tested results of Vermont's Original Bag Balm products to similar products from brands like Musher's Secret, Burts Bees, I Heart Pet Head, BodhiDog, Ruff Relief, Vets Preferred, Paw Soother, Espree, BotaniVet, Max & Neo, or Paw Magic",Bag Balm,
599862,cow utter balm,29686,B01BPP409A,us,E,1,1,train,The Happy Cow Moisturizing Udder Balm - 3oz tube (3 Pack),"Moisturizing Udder Balm helps provide deep moisture and re-hydrates extremely dry skin. Udder Balm helps to ease the effects associated with extremes in weather such as low humidity, warm and cold temperatures. When used daily Udder Balm aids in soothing chapped & irritated skin, as well as softening rough, scaly skin. It is recommended for use on teats, udders, hands and other skin areas that are exposed to frequent washing and extremes in weather. Soften and moisturize your skin with Moisturizing Udder Balm! A balm has a denser consistency and is designed not only to hydrate the skin but to also treat and repair dry skin such as hands, joint areas and feet. A balm helps to repair, protect and nourish the skin.","Soothes rough, itchy, tired and cracked skin.
Softens hands, cuticles, legs, hands, feet heels, arms & elbows!
Aids in the protection against the effects associated with extremes in weather or low humidity, and warm and cold temperatures.
Gentle lemon fragrance.
Wonderful non-greasy feel that absorbs quickly into the skin.",Udder Balm,
599865,cow utter balm,29686,B00IN6YXRY,us,E,1,1,train,The Happy Cow Moisturizing Udder Balm - 12 ounce pump,"Soothes rough, itchy, tired and cracked skin. Softens hands, cuticles, legs, hands, feet heels, arms & elbows! Aids in the protection against the effects associated with extremes in weather or low humidity, and warm and cold temperatures. Gentle lemon fragrance. Wonderful non-greasy feel that absorbs quickly into the skin. Formulated with vitamin A, D & E, aloe vera gel and lanolin. Daily Application aids in soothing and softening rough, scaly skin. A balm has a denser consistency and is designed not only to hydrate the skin but to also treat and repair dry skin such as hands, joint areas and feet. A balm helps to repair, protect and nourish the skin.","Soothes rough, itchy, tired and cracked skin.
Softens hands, cuticles, legs, hands, feet heels, arms & elbows!
Aids in the protection against the effects associated with extremes in weather or low humidity, and warm and cold temperatures.
Gentle lemon fragrance.
Wonderful non-greasy feel that absorbs quickly into the skin.",Udder Balm,White
599866,cow utter balm,29686,B00EOWTAYC,us,E,1,1,train,Unscented Original Udder Balm for Cracked Dry Skin,,"THE SAME ORIGINAL FORMULA SINCE THE '70s. Farmer families discovered that the same ingredients that protect sensitive dairy cow udders also work wonders for humans. Used by professionals who frequently wash their hands or are always exposed to the sun.
HYPOALLERGENIC, DYE-FREE, FRAGRANCE-FREE, BPA-FREE. Organic concentrated aloe vera and lanolin moisturizer enhanced with Antioxidant Vitamins A, E and D. Absorbs and soaks quickly into the skin; non-greasy, non-sticky, non-staining, not runny and goes a long way! It's the lanolin based lotion and softening non-greasy hand and foot cream you've been looking for, only much better!
ULTRA MOISTURIZING HAND, FOOT AND BODY BALM. Soothes and nourishes even the most sun damaged scaly/flaky/wrinkled/dry/rough skin; remedy for severely chapped hands or cracked heels; cream for dry cracked hands; foot salve; foot cream for severely dry and cracked feet. The best skin treatment in the winter (cold weather balm), in areas with low humidity or even in dry desert conditions.
IT'S UDDER BALM, NOT CREAM OR LOTION - know the difference! Original Udder Balm is much thicker than other udder creams and lotions for smooth hands, foot and body; contains the least water, and provides superior protection and nourishment to the skin; udder butter made for humans.
100% MADE IN THE USA - all ingredients & packaging. On the market for over 40 years, this creamy udder balm is also used as chamois butter or aloe vera moisturizer face cream. TWIST LID to automatically open the seal. Let it settle before opening.",Original Udder Balm,
599867,cow utter balm,29686,B00EOWOTK2,us,E,1,1,train,Unscented Original Udder Balm Body Moisturizing,,"THE SAME ORIGINAL FORMULA SINCE THE '70s. Farmer families discovered that the same ingredients that protect sensitive dairy cow udders also work wonders for humans. Used by professionals who frequently wash their hands or are always exposed to the sun.
HYPOALLERGENIC, DYE-FREE, FRAGRANCE-FREE, BPA-FREE. Organic concentrated aloe vera and lanolin moisturizer enhanced with Antioxidant Vitamins A, E and D. Absorbs and soaks quickly into the skin; non-greasy, non-sticky, non-staining, not runny and goes a long way! It's the lanolin based lotion and softening non-greasy hand and foot cream you've been looking for, only much better!
ULTRA MOISTURIZING HAND, FOOT AND BODY BALM. Soothes and nourishes even the most sun damaged scaly/flaky/wrinkled/dry/rough skin; remedy for severely chapped hands or cracked heels; cream for dry cracked hands; foot salve; foot cream for severely dry and cracked feet. The best skin treatment in the winter (cold weather balm), in areas with low humidity or even in dry desert conditions.
IT'S UDDER BALM, NOT CREAM OR LOTION - know the difference! Original Udder Balm is much thicker than other udder creams and lotions for smooth hands, foot and body; contains the least water, and provides superior protection and nourishment to the skin; udder butter made for humans.
100% MADE IN THE USA - all ingredients & packaging. On the market for over 40 years, this creamy udder balm is also used as chamois butter or aloe vera moisturizer face cream. TWIST LID to automatically open the seal. Let it settle before opening.",Original Udder Balm,
599868,cow utter balm,29686,B00EOWDAYI,us,E,1,1,train,Original Udder Balm Moisturizer Refill Tub,,"THE SAME ORIGINAL FORMULA SINCE THE '70s. Farmer families discovered that the same ingredients that protect sensitive dairy cow udders also work wonders for humans. Now used by medical professionals who frequently wash their hands and other workers whose skin is constantly exposed to the sun, weather extremes or tough work.
ULTRA MOISTURIZING HAND, FOOT AND BODY BALM. Soothes and nourishes even the most sun damaged scaly/flaky/wrinkled/dry/rough skin; remedy for severely chapped hands or cracked heels; cream for dry cracked hands; foot salve; foot cream for severely dry and cracked feet. The best skin treatment in the winter (cold weather balm), in areas with low humidity or even in dry desert conditions.
IT'S UDDER BALM, NOT CREAM OR LOTION - know the difference! Original Udder Balm is much thicker than other udder creams and lotions for smooth hands, foot and body; contains the least water, and provides superior protection and nourishment to the skin; udder butter made for humans.
BPA-FREE, ORGANIC CONCENTRATED ALOE VERA AND LANOLIN moisturizer enhanced with Antioxidant Vitamins A, E and D. Absorbs and soaks quickly into the skin; non-greasy, non-sticky, non-staining, not runny and goes a long way! It's the lanolin based lotion and softening non-greasy hand and foot cream you've been looking for, only much better!
100% MADE IN THE USA. All of our ingredients and packaging are sourced locally. Having been on the market for over 40 years, this creamy udder balm is so effective it's also used as chamois butter (anti blister balm) or aloe vera moisturizer face cream.",Original Udder Balm,
599869,cow utter balm,29686,B00EOTEDVA,us,E,1,1,train,Original Udder Balm Body Moisturizing,"ORIGINAL UDDER BALM<br><br>Farmers' wives and daughters have kept their skin smooth and soft for over 100 years. Their secret? The same ingredients used to protect dairy cows' udders exposed to the ravages of sun, wind, and cold, also keep human skin soft and supple.<br><br>WHY IT WORKS<br><br>Original Udder Balm is much thicker than most creams and lotions on the market.<br><br>Our original creamy formula of 40 years uses a potent combination of ingredients: Aloe Vera, Lanolin and Antioxidant Vitamins A & E, and D. It provides deep moisture and re-hydration, instantly smoothing and softening the driest of skin without leaving a greasy residue.<br><br>COSMETIC, FOOD GRADE, or ORGANIC INGREDIENTS ONLY<br>Contains NO: BPA, PABA, Dimethicone or Petrolatum<br>Cruelty-Free<br><br>Packaging Options:<br>Jar - for easy storage<br>Pump Jar - for convenience and keeping it clean<br>Tube - on-the-go moisturizer tube and hand cream for travel<br>Tub to refill your jar and stock the balm in bulk<br><br>Other Uses/Common Names:<br>Hand balm, foot & heel repair salve, moisturizing and softening body, face and hand cream, chamois butter, aloevera face cream, lanolin based lotion, chapped hands and cracked heels remedy cream, cold weather balm, underlying smooth cream","THE SAME ORIGINAL FORMULA SINCE THE '70s. Farmer families discovered that the same ingredients that protect sensitive dairy cow udders also work wonders for humans. Now used by medical professionals who frequently wash their hands and other workers whose skin is constantly exposed to the sun, weather extremes or tough work.
ULTRA MOISTURIZING HAND, FOOT AND BODY BALM. Soothes and nourishes even the most sun damaged scaly/flaky/wrinkled/dry/rough skin; remedy for severely chapped hands or cracked heels; cream for dry cracked hands; foot salve; foot cream for severely dry and cracked feet. The best skin treatment in the winter (cold weather balm), in areas with low humidity or even in dry desert conditions.
IT'S UDDER BALM, NOT CREAM OR LOTION - know the difference! Original Udder Balm is much thicker than other udder creams and lotions for smooth hands, foot and body; contains the least water, and provides superior protection and nourishment to the skin; udder butter made for humans.
BPA-FREE, ORGANIC CONCENTRATED ALOE VERA AND LANOLIN moisturizer enhanced with Antioxidant Vitamins A, E and D. Absorbs and soaks quickly into the skin; non-greasy, non-sticky, non-staining, not runny and goes a long way! It's the lanolin based lotion and softening non-greasy hand and foot cream you've been looking for, only much better!
100% MADE IN THE USA. All of our ingredients and packaging are sourced locally. Having been on the market for over 40 years, this creamy udder balm is so effective it's also used as chamois butter (anti blister balm) or aloe vera moisturizer face cream.",Original Udder Balm,
599870,cow utter balm,29686,B00COOO7UO,us,E,1,1,train,"Udderly Smooth Duo Pack, Udder Body Cream Plus Udder Cream, 16 Ounce",,"Contains a rich blend of moisturizers that help smooth roughness and condition the skin
Light fresh fragrance, never greasy
Everyday, multi-purpose beauty aid",UDDERLY SMOOTH,Ivory
599872,cow utter balm,29686,B00867FDJ2,us,E,1,1,train,The Happy Cow Moisturizing Udder Balm - 12 ounce jar,"Moisturizing Udder Balm helps provide deep moisture and re-hydrates extremely dry skin. Udder Balm helps to ease the effects associated with extremes in weather such as low humidity, warm and cold temperatures. When used daily Udder Balm aids in soothing chapped & irritated skin, as well as softening rough, scaly skin. It is recommended for use on teats, udders, hands and other skin areas that are exposed to frequent washing and extremes in weather. Soften and moisturize your skin with Moisturizing Udder Balm! A balm has a denser consistency and is designed not only to hydrate the skin but to also treat and repair dry skin such as hands, joint areas and feet. A balm helps to repair, protect and nourish the skin.","Soothes rough, itchy, tired and cracked skin.
Softens hands, cuticles, legs, hands, feet heels, arms & elbows!
Aids in the protection against the effects associated with extremes in weather or low humidity, and warm and cold temperatures.
Gentle lemon fragrance.
Wonderful non-greasy feel that absorbs quickly into the skin.",Udder Balm,
599873,cow utter balm,29686,B001GBF3HW,us,E,1,1,train,Original Udder Balm Moisturizer for Very Dry Skin,"ORIGINAL UDDER BALM<br><br>Farmers' wives and daughters have kept their skin smooth and soft for over 100 years. Their secret? The same ingredients used to protect dairy cows' udders exposed to the ravages of sun, wind, and cold, also keep human skin soft and supple.<br><br>WHY IT WORKS<br><br>Original Udder Balm is much thicker than most creams and lotions on the market.<br><br>Our original creamy formula of 40 years uses a potent combination of ingredients: Aloe Vera, Lanolin and Antioxidant Vitamins A & E, and D. It provides deep moisture and re-hydration, instantly smoothing and softening the driest of skin without leaving a greasy residue.<br><br>COSMETIC, FOOD GRADE, or ORGANIC INGREDIENTS ONLY<br>Contains NO: BPA, PABA, Dimethicone or Petrolatum<br>Cruelty-Free<br><br>Packaging Options:<br>Jar - for easy storage<br>Pump Jar - for convenience and keeping it clean<br>Tube - on-the-go moisturizer tube and hand cream for travel<br>Tub to refill your jar and stock the balm in bulk<br><br>Other Uses/Common Names:<br>Hand balm, foot & heel repair salve, moisturizing and softening body, face and hand cream, chamois butter, aloevera face cream, lanolin based lotion, chapped hands and cracked heels remedy cream, cold weather balm, underlying smooth cream","THE SAME ORIGINAL FORMULA SINCE THE '70s. Farmer families discovered that the same ingredients that protect sensitive dairy cow udders also work wonders for humans. Now used by medical professionals who frequently wash their hands and other workers whose skin is constantly exposed to the sun, weather extremes or tough work.
ULTRA MOISTURIZING HAND, FOOT AND BODY BALM. Soothes and nourishes even the most sun damaged scaly/flaky/wrinkled/dry/rough skin; remedy for severely chapped hands or cracked heels; cream for dry cracked hands; foot salve; foot cream for severely dry and cracked feet. The best skin treatment in the winter (cold weather balm), in areas with low humidity or even in dry desert conditions.
IT'S UDDER BALM, NOT CREAM OR LOTION - know the difference! Original Udder Balm is much thicker than other udder creams and lotions for smooth hands, foot and body; contains the least water, and provides superior protection and nourishment to the skin; udder butter made for humans.
BPA-FREE, ORGANIC CONCENTRATED ALOE VERA AND LANOLIN moisturizer enhanced with Antioxidant Vitamins A, E and D. Absorbs and soaks quickly into the skin; non-greasy, non-sticky, non-staining, not runny and goes a long way! It's the lanolin based lotion and softening non-greasy hand and foot cream you've been looking for, only much better!
100% MADE IN THE USA. All of our ingredients and packaging are sourced locally. Having been on the market for over 40 years, this creamy udder balm is so effective it's also used as chamois butter (anti blister balm) or aloe vera moisturizer face cream.",Original Udder Balm,
